user_id,RDAM,WDA,cosine_similarity,LenVar,TF-IDF,RDMA_similarity,RDMA_LenVar,degree_of_similarity,authenticity
137,0.9568930041152263,0.930379746835443,0.056725043186444696,0.035665294924554176,0.0006834989012858963,0.8358258472534777,0.807042440593093,-0.4609772228646443,1
629,0.6364263755568104,0.7555555555555554,0.05384199498977051,0.8533057851239673,0.0006149231667513858,0.9173779620675718,0.4949954667120453,-0.26666666666666666,1
185,0.6596969696969698,0.8194444444444444,0.04330328578139932,1.5555555555555558,0.0005082691568953872,0.8585827981777265,0.33596718189563207,0.35355339059327373,1
32,0.40835084033613445,0.3846153846153845,0.05486443181990687,0.2708333333333333,0.0006388459406067539,0.8143476590372688,0.6407981579309657,0.04364357804719848,1
678,0.5998341441839894,0.6555555555555556,0.04903598078675374,0.5650969529085873,0.0005723476606767977,0.9128862003518594,0.58327773155225,-0.38204658872917047,1
224,2.4312623135378555,1.2872340425531914,0.037082541233180014,0.7977839335180055,0.0005683845294637154,0.6737778085919558,0.37478241741401547,0.0,0
290,0.7686907573420731,0.9285714285714286,0.04239039198071383,0.484375,0.0005238080474317216,0.9097315988802898,0.612871813982511,-0.2208471162896377,1
328,0.7261843662317164,0.8095238095238095,0.04382795564058851,1.0311418685121108,0.000538685767532019,0.9398378551157002,0.4627140376975082,-0.16735967034880073,1
492,0.6680694792536898,0.7425742574257426,0.04293045871201326,1.0,0.0005566551565404115,0.8818193461038842,0.4409096730519421,-0.26726124191242445,1
982,0.5377207977207977,0.6666666666666665,0.04605519480577726,1.0399999999999998,0.0005085953413934034,0.9010110324386629,0.4416720747248347,-0.19642857142857145,1
667,0.6073707197010363,0.6834170854271356,0.07066514162139587,0.8652202498356345,0.0008158598931000251,0.9420359979227096,0.5050534906029049,-0.042257712736425875,1
546,0.6675595238095239,0.7986577181208053,0.05023846071428898,1.2275,0.0005863448742145435,0.9452494648443932,0.4243544174385604,0.17910620335162064,1
870,0.5803124411820064,1.0427350427350428,0.052289494896540355,1.4483471074380165,0.0006154068618811902,0.9671062676825891,0.395003741399471,1.0134903240813529e-17,1
762,1.8593079922027291,1.6111111111111112,0.030517030215966197,0.9135802469135802,0.0005576186691890664,0.8884827195052784,0.4643038727737261,0.0,1
257,0.7595524845524845,0.7643979057591623,0.04611624214830823,1.2702331961591224,0.0006823740688856109,0.8282501173988084,0.36483041424998863,0.10482848367219179,1
77,0.5893943941491788,0.5261044176706826,0.04582248777246786,0.9524793388429752,0.0006138817125921136,0.8899001541846923,0.4557795498681387,0.26311740579210874,1
774,0.6876122685098248,0.7511415525114156,0.08150687011295758,1.3520408163265307,0.000980001391819516,0.9452494648443932,0.4018848050097637,0.03592106040535497,1
851,0.6246759152365561,0.8293650793650794,0.05152982800862435,0.652892561983471,0.0006135154469457651,0.9080819723665104,0.5493895932817389,-0.2727272727272727,1
332,0.5109965198200491,0.9441340782122905,0.0698450715284508,0.9420415224913495,0.0007640226979715326,0.8846020476361136,0.45550109891641305,0.031426968052735454,1
630,0.310239651416122,0.36585365853658536,0.0604659155402423,0.5953360768175584,0.0006821250152666146,0.8726945618432528,0.5470286634425892,-0.21320071635561053,1
27,2.0443534835776216,1.0609756097560976,0.042627191792969095,1.0535077288941732,0.0007023679416784319,0.6941044873578359,0.3380091915853735,0.0,0
812,0.6074534161490683,0.9,0.05642216156598595,0.17013232514177695,0.0006291560745436399,0.9020253581425984,0.7708746598666147,-0.6641414880007996,1
378,0.8767361111111112,0.8,0.03660081003533288,1.83984375,0.000526419441560629,0.8725465173719743,0.3072515934624834,-0.3779644730092273,1
723,0.6445822890559731,0.6631578947368421,0.04495625578879068,1.7600000000000005,0.0005069267946437053,0.9547505351556068,0.3459241069404371,0.09449111825230683,1
991,0.9285714285714286,1.2549019607843137,0.041552054231446305,2.1875,0.0005260985181146251,0.8752716943849828,0.27459504137568086,-0.21821789023599242,1
430,0.8856341877604272,0.8090277777777778,0.058704537722626134,2.4714506172839505,0.0007840633110292228,0.9201968640796239,0.265075602544386,0.1857308236232343,1
635,1.4563262495080678,0.7509025270758123,0.04724520600848083,1.5805785123966942,0.0006130563412365704,0.8070655509483107,0.3127459781096737,-0.06122652986422049,0
87,1.2541360294117647,1.1654135338345866,0.037594971097250775,1.0625,0.000524603372114389,0.9310143257039355,0.45140088518978694,-0.4622501635210242,1
319,0.790079365079365,0.7654320987654321,0.04621070563101955,1.8765432098765435,0.0005578899972452767,0.9563605759555043,0.33246869807895213,0.125,1
591,0.7164338462657789,0.7474048442906575,0.06884724985635796,0.0783673469387755,0.0007770855639098352,0.8552967467243773,0.7931404350774883,-0.028398091712353263,1
907,0.6586064763696343,0.788235294117647,0.05773256409357896,1.484224965706447,0.0006809400248800051,0.9682468241335358,0.3897581086655702,0.04999999999999999,1
209,0.5274872448979592,0.8615384615384616,0.06380064233816131,0.06632653061224489,0.000694142801920831,0.8495824610100915,0.7967376189376935,-0.5962847939999436,1
520,0.3081322272498743,0.32098765432098764,0.045263742484607114,1.0449826989619375,0.0005399900432187194,0.8674402611365639,0.42417975544579867,-0.018993429409939647,1
566,1.4861428571428572,0.7985865724381626,0.051135493975924415,1.1296000000000002,0.0006537581956789904,0.7252494648443932,0.3405566608022132,0.25,0
302,2.521783794908795,1.5717948717948718,0.03942442984677117,0.7875,0.0005825562328705503,0.6892573686810473,0.38559852793345295,0.0,0
114,0.5357248960190137,0.7346153846153847,0.06427389289994558,1.1461937716262973,0.0007656408469234896,0.8979668929979369,0.41839972926465746,-0.35355339059327384,1
440,0.5432040632344893,0.5181818181818182,0.043082008771372776,0.6782006920415226,0.0005404445309894309,0.8038492459391133,0.4789947053121727,-0.21428571428571427,1
555,0.39820574162679423,0.6754385964912281,0.05404907806637916,0.611570247933884,0.000615069492545941,0.92245557834229,0.5723955127149596,-0.18257418583505539,1
