0,7987,3
0,5496,5
0,7341,3
0,5992,5
0,8320,3
0,4543,4
0,2560,5
0,7991,4
0,2897,3
0,4103,4
0,4928,2
0,6648,5
0,4260,5
0,6408,4
0,6341,5
0,4369,4
0,2567,3
0,7490,4
0,8565,1
0,8539,5
0,6568,4
0,2869,3
0,7558,2
0,6229,2
0,661,3
0,1037,3
0,639,5
0,3577,5
0,3261,4
0,1047,5
0,3221,2
0,2947,5
0,7861,4
1,2617,5
1,7656,4
1,5300,5
1,3168,4
1,575,4
1,3229,3
1,3786,4
1,6678,2
1,2912,1
1,7267,3
1,88,3
1,1270,5
1,2105,5
1,5209,5
1,6775,5
1,2576,5
1,6643,3
1,1966,5
1,4026,4
1,8314,5
1,2157,5
1,2382,5
1,6793,5
1,5537,3
1,1322,4
1,4134,3
1,3074,5
1,4233,5
1,757,2
1,1579,5
1,1911,5
1,2495,4
1,960,5
1,229,5
2,2656,4
2,112,4
2,7681,5
2,6786,3
2,8712,4
2,3341,3
2,7052,4
2,8051,4
2,4261,3
2,1119,3
2,4487,3
2,4551,2
2,2947,4
2,6366,4
2,8095,4
2,4731,3
3,1760,4
3,8363,5
3,3082,5
3,4413,5
3,8515,4
3,1756,5
3,3452,3
3,6899,4
3,6539,5
3,5435,5
3,4104,5
3,8559,5
3,7440,5
3,6626,5
3,2163,3
3,2243,5
4,6883,5
4,2574,5
4,5123,2
4,8703,4
4,6397,5
4,4458,2
4,1519,5
4,7170,5
4,7073,5
4,5861,3
4,5295,1
4,8012,5
4,8346,5
4,5304,1
4,6265,5
4,1818,5
4,1876,5
4,6859,5
4,2536,5
4,6559,3
4,6810,5
4,5355,1
4,6168,5
4,2652,2
4,5525,4
4,6774,5
5,3283,5
5,2947,5
5,7679,5
5,1039,5
5,8446,4
5,6610,3
5,7762,4
5,8444,5
5,3845,3
5,4858,5
5,7317,5
5,8593,4
5,8155,3
5,2537,4
5,8275,4
5,5901,5
5,4191,3
5,2654,4
5,7052,3
5,6469,5
5,4915,5
5,8176,4
5,2460,4
5,1933,4
5,2656,5
5,2795,2
5,2912,3
5,6855,4
5,4920,3
5,6890,5
5,3602,5
5,5121,3
5,7285,4
5,6539,4
5,892,5
5,1584,3
5,8492,4
5,7700,4
5,6857,5
5,7861,5
5,8319,5
5,8368,5
5,8708,4
5,1220,4
5,7761,5
5,7775,5
5,6812,5
5,7227,5
5,7659,2
5,2447,5
5,1458,2
5,2526,5
5,3009,3
5,2597,5
5,6174,4
5,7266,5
5,83,3
5,2036,3
5,2571,4
5,3965,4
5,6039,5
5,1018,4
5,6221,5
5,4389,5
5,4948,3
5,329,2
5,7489,3
5,8382,5
5,6786,5
5,5614,4
5,552,5
5,5490,3
6,2955,3
6,3313,3
6,1597,5
6,8493,2
6,6350,5
6,2251,5
6,3447,5
6,5309,5
6,1423,2
6,2270,5
6,7208,5
6,815,5
6,4815,5
6,4712,5
6,43,5
6,6648,5
6,5596,5
6,100,4
6,3261,5
6,691,4
6,7568,4
6,8335,3
6,6530,5
6,7303,5
7,335,3
7,683,3
7,760,5
7,3638,5
7,3524,5
7,8383,5
7,3563,5
7,5563,5
7,6541,5
7,8092,4
7,4626,3
7,3462,4
7,8529,5
7,6004,5
7,6748,5
7,2075,3
7,1358,3
7,7824,3
7,6115,4
7,2966,4
7,6227,4
7,4914,5
7,7764,4
7,1405,5
7,5849,3
7,658,5
7,1706,3
8,6936,3
8,3074,5
8,5637,5
8,1803,5
8,385,4
8,2447,5
8,702,5
8,5147,5
8,7583,5
8,1149,4
8,8522,5
8,3991,5
8,543,5
8,4168,5
8,6939,5
9,2074,1
9,6833,1
9,94,1
9,5391,3
9,8655,1
9,6135,1
9,452,1
9,6580,1
9,4316,2
9,2070,1
9,205,1
9,5688,5
9,5861,5
9,4201,5
9,6797,1
9,3888,1
9,2272,5
9,4509,1
10,8348,4
10,7814,4
10,3247,3
10,6610,3
10,2645,4
10,7861,2
10,5927,4
10,2036,3
10,7991,4
10,3440,5
10,4674,4
10,1119,5
10,3965,4
10,4269,4
10,6662,4
10,7952,2
10,5286,3
10,2307,5
10,1379,5
10,5762,3
10,4309,5
10,1458,5
10,4833,4
10,3940,5
10,3171,4
10,714,5
10,112,4
10,6872,5
10,796,5
10,2663,4
10,7232,2
10,2571,4
10,8155,3
10,4743,3
10,4677,4
10,3661,2
10,7266,5
10,284,5
10,329,4
10,2567,5
10,705,3
10,5355,5
10,5727,2
10,1329,4
10,3577,5
10,4570,4
10,4970,3
10,6857,5
10,6484,4
10,5187,5
10,8646,4
10,4090,4
10,7762,3
10,8028,5
10,1010,4
10,4458,5
10,3261,5
10,6174,3
11,7232,4
11,6079,5
11,5096,4
11,7418,4
11,6952,1
11,7944,2
11,5269,4
11,329,3
11,6610,4
11,2571,2
11,2795,4
11,8195,5
11,8173,5
11,162,4
11,4261,4
11,8493,3
11,931,5
11,7762,1
12,4735,3
12,5282,2
12,7303,4
12,4551,4
12,5169,4
12,6228,5
12,4964,5
12,2716,5
12,4185,5
12,7952,5
12,5512,3
12,7805,3
12,5622,4
12,227,5
12,691,3
12,5095,4
12,5423,4
13,1010,4
13,7681,4
13,6872,3
13,3577,4
13,4953,4
13,5612,4
13,3845,5
13,3887,4
13,3965,5
13,3129,4
13,1421,4
13,2571,3
13,6610,2
13,2650,5
13,2096,3
13,6756,3
13,456,3
13,3996,3
13,7490,3
13,7861,4
13,5096,3
13,1888,4
13,4191,3
13,2770,4
13,4752,4
14,2788,3
14,2251,3
14,2947,5
14,3996,5
14,2567,3
14,5337,3
14,4604,5
14,6855,5
14,2795,2
14,4103,2
14,3815,4
14,5542,5
14,3965,3
14,691,4
14,7341,5
14,1209,4
14,1119,4
14,7861,4
14,8565,4
14,634,2
14,2307,4
14,7762,1
14,4261,4
14,8419,5
14,3577,2
14,3129,3
15,2795,5
15,7896,4
15,4915,5
15,438,4
15,6484,4
15,4080,3
15,6610,4
15,8493,5
15,1099,4
15,8411,3
15,1028,5
15,2217,4
15,6602,5
15,4570,4
15,2571,3
15,5490,4
15,8320,2
15,3656,5
16,76,5
16,1186,5
16,5918,5
16,2274,5
16,5161,5
16,4355,5
16,8502,3
16,5051,5
16,6779,5
16,4656,5
16,4933,5
16,3255,5
16,6955,5
16,8104,4
16,6535,5
16,3415,4
16,4858,4
16,5582,4
16,8298,5
16,1430,5
16,3595,5
16,1519,5
16,4709,2
16,5566,5
16,6419,5
16,2354,5
16,743,5
16,527,5
16,1723,5
16,6399,5
16,3929,5
16,6921,4
16,4814,5
16,6705,3
16,3456,3
16,7302,5
16,7170,5
16,6319,5
16,5622,5
16,3519,5
16,8429,5
16,8100,5
16,329,5
16,1208,5
16,7513,4
16,8709,5
16,298,4
16,2296,4
16,3784,4
16,982,4
17,6485,3
17,5541,3
17,3553,5
17,8203,5
17,8632,4
17,3449,4
17,8556,5
17,5583,5
17,2571,5
17,8597,5
17,272,4
17,5205,5
17,4200,5
17,6831,5
17,2523,3
17,4306,5
17,7651,5
17,7434,4
17,5983,5
17,468,5
17,5392,5
17,8409,5
