0,1893,3
0,9888,5
0,2585,5
0,896,4
0,48,5
0,7093,3
0,4956,5
0,4487,5
0,6490,5
0,8909,5
0,6122,4
0,3830,5
0,9103,5
0,2261,5
0,7850,5
0,1472,4
0,3162,5
0,3225,5
0,3259,5
0,3752,5
0,4202,5
1,6449,4
1,3180,5
1,881,5
1,3942,4
1,3495,4
1,3924,5
1,6272,5
1,2692,5
1,2474,2
1,5382,5
1,6249,5
1,6929,3
1,6231,3
1,525,4
1,223,5
2,3146,5
2,1933,5
2,3367,4
2,744,3
2,6366,4
2,3011,5
2,6620,5
2,4839,4
2,3580,2
2,5739,5
2,8015,5
2,3007,5
2,1827,5
2,8286,3
2,3277,1
2,437,3
2,4565,4
2,7444,5
3,2518,4
3,6135,5
3,8234,5
3,6754,5
3,5953,5
3,9807,5
3,7207,5
3,5523,5
3,3443,5
3,5238,5
3,203,5
3,1668,4
3,3064,4
3,800,5
3,8802,5
4,4257,5
4,9392,5
4,2426,5
4,2702,5
4,3933,5
4,4808,5
4,2685,5
4,3718,5
4,914,4
4,9861,4
4,2376,5
4,4720,5
4,4716,4
4,2563,4
4,6259,2
4,6612,4
4,9027,5
4,5309,5
4,9151,3
4,1728,5
4,5679,1
4,6493,5
4,7602,5
4,7202,5
4,3088,3
4,4173,4
4,7102,3
4,6892,5
4,9541,3
4,5866,3
4,3299,4
4,5837,3
4,6409,5
4,1964,4
4,1704,5
4,8651,3
4,4796,5
4,8529,4
4,5285,5
4,7886,5
4,9209,5
4,6325,4
5,7699,5
5,8102,5
5,962,5
5,5424,5
5,10204,5
5,5133,5
5,7039,1
5,5160,5
5,8529,4
5,1758,3
5,2051,2
5,3134,1
5,3703,3
5,6919,4
5,5093,3
5,3711,3
5,828,4
5,6269,5
5,8349,3
5,7238,5
5,272,5
5,8578,3
5,4402,5
5,7483,2
5,10092,1
5,9162,3
5,4982,5
5,5488,4
5,6616,4
5,7956,5
5,9455,5
5,1545,1
5,1709,5
5,6191,5
5,7952,5
5,4320,4
6,9678,5
6,474,5
6,5944,3
6,210,4
6,4641,5
6,494,4
6,2760,5
6,9526,4
6,625,5
6,3274,4
6,6596,5
6,1704,5
6,2084,5
6,74,4
6,8989,5
6,7346,5
6,1017,4
7,8011,5
7,7655,5
7,5670,5
7,1861,5
7,2833,5
7,3791,5
7,7294,4
7,8073,5
7,6881,5
7,3933,4
7,6756,5
7,437,3
7,4716,5
7,8015,5
7,3162,5
7,3457,3
7,101,5
7,9029,3
7,3114,5
7,1487,3
7,5852,5
7,2874,5
7,3159,5
7,6106,5
7,2693,5
7,3269,5
7,6986,5
7,7046,4
7,1704,4
7,5191,5
7,6143,5
7,4343,5
7,8805,5
7,5215,2
7,8464,4
7,9158,5
8,4776,5
8,3607,5
8,5112,5
8,7302,5
8,8287,2
8,6012,5
8,5288,5
8,5633,4
8,55,5
8,1561,5
8,1755,2
8,2843,5
8,6170,3
8,5152,5
8,3613,5
8,8371,5
8,6909,5
9,6688,5
9,7607,5
9,167,5
9,3759,5
9,1302,5
9,1602,5
9,7693,5
9,1866,5
9,4353,5
9,212,5
9,2254,5
9,128,5
9,4032,5
9,1968,5
9,10063,5
9,3076,5
9,3867,5
9,4016,5
9,8234,5
9,990,5
9,3788,5
9,5422,5
10,4216,5
10,147,5
10,5308,5
10,4338,5
10,2075,5
10,6793,5
10,7564,5
10,3775,4
10,4972,5
10,8457,5
10,7674,3
10,3858,4
10,4746,5
10,9127,5
10,1171,4
10,3102,5
10,8838,5
10,9010,5
10,10124,4
10,6015,5
11,665,5
11,222,5
11,4439,5
11,7733,5
11,9119,5
11,83,5
11,10134,5
11,6975,5
11,749,5
11,5407,5
11,368,5
11,4434,5
11,6231,4
11,1512,5
11,9757,5
11,1002,5
11,2663,4
11,1852,5
11,5222,5
11,9141,5
11,4841,5
11,5921,5
11,1466,5
11,6326,5
11,2247,3
11,10153,5
11,9586,4
11,6924,4
11,7618,4
11,1489,4
11,1827,5
11,3281,4
11,4745,4
11,1826,4
11,3492,5
11,6659,5
11,7027,4
