user_id,movie_id,rating,timestamp
72,305,3,888550065
72,258,3,888549961
72,251,5,888552084
72,316,5,888979693
72,290,3,888551441
72,127,5,888552084
72,286,4,888549960
72,292,4,888550774
72,242,5,888552084
72,311,5,888552084
72,300,4,888979197
72,301,4,888550631
72,274,3,888551497
72,1,4,888550871
72,288,3,888550252
72,281,3,888980240
72,25,4,888551648
72,269,4,888550774
72,277,4,888551174
72,307,3,888550066
72,10,2,888551853
72,298,3,888551441
72,278,3,888551647
72,284,4,888552017
72,313,5,888552084
72,294,1,888551648
72,306,4,888550774
72,314,1,888980085
72,291,3,888551647
72,279,4,888551745
72,111,4,888551853
72,295,4,888551164
72,315,1,888550774
72,257,4,888551062
72,293,4,888550939
72,19,3,888550871
72,13,4,888551922
72,14,4,888551853
72,287,3,888551235
72,303,4,888550774
72,280,3,888551441
72,273,4,888551647
72,282,4,888551922
72,276,4,888551552
72,50,5,888552084
72,275,5,888550939
72,309,1,888980029
72,297,4,888550871
72,304,4,888979197
72,285,5,888552084
72,283,5,888552084
72,312,3,888550631
72,272,5,888979061
72,237,4,888552017
72,100,5,888552084
72,310,4,888979061
72,255,4,888551341
72,289,3,888979353
72,299,4,888550774
72,302,5,888552084
72,296,3,888550871
72,308,3,888979945
28,506,5,891353614
28,384,3,891353710
28,665,4,891354471
28,136,5,891351813
28,186,4,891350900
28,641,5,892135346
28,134,4,892134959
28,54,3,892132380
28,188,5,891352778
28,564,3,891354471
28,676,3,891354499
28,584,4,891352093
28,100,5,891351082
28,657,4,891351234
28,583,2,892132380
28,444,5,891354288
28,216,4,891350900
28,144,5,891351201
28,47,5,891352692
28,576,5,892132943
28,649,5,891353254
28,472,2,891353357
28,385,5,891351585
28,572,3,891354331
28,56,5,891351432
28,193,5,892135346
28,667,5,892135347
28,182,4,891350965
28,131,5,891352383
28,285,5,891351813
28,10,4,891352864
28,661,5,891351624
28,447,5,891350900
28,427,5,891352220
28,212,1,891353051
28,126,3,891353254
28,504,5,891352384
28,603,4,891350757
28,23,3,891351383
28,480,4,891352093
